group,N,err_yaw_mean,err_yaw_std,err_yaw_median,err_yaw_min,err_yaw_max,err_pitch_mean,err_pitch_std,err_pitch_median,err_pitch_min,err_pitch_max,err_roll_mean,err_roll_std,err_roll_median,err_roll_min,err_roll_max,err_slant_mean,err_slant_std,err_slant_median,err_slant_min,err_slant_max
LGSM_9,32,1.1834187253776882,0.07667580809045593,1.167728008273933,1.0836446140818197,1.4888098224151491,0.20105465827749036,0.10227038147133274,0.2174661823243227,0.013468067064835054,0.4093529367523274,0.3957349327221946,0.34645558955129685,0.308846929031111,0.016149275143613195,1.5499534037849054,0.01149914978713936,0.01623449266438369,0.0071909142889028665,0.0006420973496149562,0.09009870698559741
LICJ_02,32,1.6675791966334423,2.762395897513697,1.1873544540408592,1.0723755537836084,16.80274775892552,0.6531362363227178,3.1286312088810213,0.09988695763503586,0.004796570023529512,17.794425212865207,3.220695863207347,15.519532141458777,0.4488211916306657,0.018642894332909776,88.24553058932555,0.032149064695761106,0.10384736536349516,0.011401947140903923,3.936057394104964e-05,0.5979174936133984
LICJ_20,30,1.1687452985778444,0.08683340821912817,1.1598426399778958,1.0037268662722738,1.4398648493298651,0.08705830640102381,0.05364423782977768,0.08370200700035468,0.004896847382838132,0.22759877287276709,0.3110866783095371,0.2782715515421306,0.2758739272774021,0.0014464977059569506,1.2822382059439446,0.020959718898335544,0.021643682299017294,0.014599498563626412,5.410820153750606e-05,0.07539187310633477
LICJ_25,30,1.136280502518486,0.07397700729788644,1.1226462966900428,0.9631277492353973,1.35148156901829,0.24391119507283085,0.1249618467775971,0.23839125232851188,0.014506781591975937,0.5024782648824555,0.35387068960461837,0.3083434058218966,0.28178619716853914,0.005459361207334812,1.0875414498961784,0.015462652850419286,0.016779022521924484,0.010344873397374443,0.0004354395697684643,0.05748078938013279
LIRN_24,29,1.144203730023686,0.10665322580192199,1.1384843541243868,0.9324036305756351,1.4661519454657963,0.30634003867642484,0.1299463890331006,0.3210719295392579,0.058702609849717646,0.5997107396522807,0.38367179771563903,0.24726694660127585,0.3765012127869034,0.034646332757590326,0.9199668942582679,0.040620975558376717,0.027137702538506513,0.03424352459597113,0.006010614280234916,0.11626682179962478
LOWL_26,26,1.1674078267214123,0.10901165303948733,1.1316362387621908,1.0370643816672072,1.4254076768545332,0.06145354616846314,0.052005812770126086,0.05877325473052508,0.0011333127673651688,0.19432808397432666,0.2624263755521517,0.20962449328029512,0.2261369148254163,0.03219747227418068,0.9914717705253091,0.01835115595633844,0.021099773050619452,0.010506181192534991,9.98160767775591e-05,0.09059195596869274
LOWL_8,28,1.1848914362867997,0.1022279707963828,1.1598470696718195,1.0857035858568906,1.5581460121058086,0.31314365508789066,0.11215134798917156,0.3081639869550514,0.09168075136832954,0.5484719463664192,0.25148493860049553,0.22501752286079757,0.1777491043146393,0.005242614857820405,0.8299866751933092,0.02604972122034532,0.028696813827653184,0.014333037628396356,0.0008982450108115936,0.10690951008932537
LSZH_34,30,1.4802169319016842,1.9248936543371677,1.1401872048188153,0.8614741857851556,11.663875961742868,0.23942002588222663,0.5371726133655357,0.1547231328151284,0.0075435520348889895,3.042648982908034,0.26869984196207214,0.2504906804242946,0.19714504262522903,0.018258583649082283,1.0621207595470028,0.01281809185259642,0.015989512788121295,0.005641624765655107,0.00012911251424263526,0.061127998412622286
LTAI_18L,25,1.192975538351868,0.09664901886055459,1.1664203678012939,1.062505608849989,1.529001494197047,0.21247766627875364,0.11359552791562647,0.23158122440477769,0.002613900473519948,0.4082843343779814,0.2717786205328589,0.2622981682060912,0.1855294959110711,0.02468002550628512,1.0522855759666825,0.018632551402251337,0.018480734799191108,0.013336450016668167,5.6652937673540293e-05,0.08557663766248069
LTAI_36R,22,5.246197451991929,5.669984830006024,4.890197164760069,0.1374169341605409,23.93642129066832,1.9360173066975124,1.7217594268461147,1.4161774628892942,0.016287493110795026,7.087217471324834,5.471364662329757,3.1931847589430515,5.202928330235891,0.6701646098123146,10.005277469982056,0.016071412815356324,0.01372309784937919,0.01040962579786553,0.0014524524541612849,0.04354041727578384
